,Year,Age,Value
24294,2015,>70,288.2633942
24295,2015,50-69,68.48098617
24296,2015,43965,0.033698003
24297,2016,<5,0.179635555
24298,2016,>70,280.3662275
24299,2016,50-69,67.69414155
24300,2016,43965,0.031807705
24301,2017,<5,0.172489235
24302,2017,>70,273.939898
24303,2017,50-69,65.69559322
24304,2017,43965,0.031004336
24305,1990,<5,1.61225375
24306,1990,>70,618.5703948
24307,1990,50-69,286.2527287
24308,1990,43965,0.182416099
24309,1991,<5,1.4752112
24310,1991,>70,609.2979888
24311,1991,50-69,274.2571648
24312,1991,43965,0.175124893
24313,1992,<5,1.327368051
24314,1992,>70,595.1888646
24315,1992,50-69,258.7481245
24316,1992,43965,0.165809239
24317,1993,<5,1.24690675
24318,1993,>70,602.0201169
24319,1993,50-69,253.5684238
24320,1993,43965,0.165617998
24321,1994,<5,1.122024098
24322,1994,>70,591.334216
24323,1994,50-69,241.2376637
24324,1994,43965,0.155812541
24325,1995,<5,0.969705297
24326,1995,>70,579.7818688
24327,1995,50-69,229.8274121
24328,1995,43965,0.150739089
24329,1996,<5,0.897546698
24330,1996,>70,564.6841821
24331,1996,50-69,217.3662289
24332,1996,43965,0.14622865
24333,1997,<5,0.869346711
24334,1997,>70,557.3711102
24335,1997,50-69,209.3557165
24336,1997,43965,0.142400963
24337,1998,<5,0.832101601
24338,1998,>70,547.7946267
24339,1998,50-69,201.0133042
24340,1998,43965,0.13315897
24341,1999,<5,0.754598463
24342,1999,>70,541.4022679
24343,1999,50-69,195.4502677
24344,1999,43965,0.120254692
24345,2000,<5,0.692064944
24346,2000,>70,524.5922643
24347,2000,50-69,188.2857613
24348,2000,43965,0.111069688
24349,2001,<5,0.641246465
24350,2001,>70,506.3086796
24351,2001,50-69,181.5042857
24352,2001,43965,0.104859267
24353,2002,<5,0.631988326
24354,2002,>70,489.7979345
24355,2002,50-69,177.3291943
24356,2002,43965,0.103713204
24357,2003,<5,0.620961511
24358,2003,>70,470.8567675
24359,2003,50-69,173.8779784
24360,2003,43965,0.102081249
24361,2004,<5,0.5864267
24362,2004,>70,440.8521117
24363,2004,50-69,166.0714133
24364,2004,43965,0.09401548
24365,2005,<5,0.592758765
24366,2005,>70,434.2515686
24367,2005,50-69,166.3583579
24368,2005,43965,0.092158939
24369,2006,<5,0.583365761
24370,2006,>70,422.5064011
24371,2006,50-69,165.2498858
24372,2006,43965,0.08707437
24373,2007,<5,0.559470151
24374,2007,>70,405.8448493
24375,2007,50-69,162.2127838
24376,2007,43965,0.085665968
24377,2008,<5,0.498793595
24378,2008,>70,392.5738059
24379,2008,50-69,159.9920057
24380,2008,43965,0.081393108
24381,2009,<5,0.439798963
24382,2009,>70,373.8258685
24383,2009,50-69,156.4486304
24384,2009,43965,0.080872193
24385,2010,<5,0.382089933
24386,2010,>70,355.6632819
24387,2010,50-69,150.2583309
24388,2010,43965,0.071173481
24389,2011,<5,0.36888803
24390,2011,>70,349.7237129
24391,2011,50-69,149.3783416
24392,2011,43965,0.07101698
24393,2012,<5,0.342069959
24394,2012,>70,346.2968172
24395,2012,50-69,151.0114277
24396,2012,43965,0.067059239
24397,2013,<5,0.325495131
24398,2013,>70,342.0495535
24399,2013,50-69,150.8248028
24400,2013,43965,0.066915684
24401,2014,<5,0.305116752
24402,2014,>70,338.7530546
24403,2014,50-69,151.8552971
24404,2014,43965,0.062820983
24405,2015,<5,0.294326649
24406,2015,>70,335.0949936
24407,2015,50-69,151.6244982
24408,2015,43965,0.061209229
24409,2016,<5,0.270474127
24410,2016,>70,332.2384824
24411,2016,50-69,153.1900189
24412,2016,43965,0.057997162
24413,2017,<5,0.251602194
24414,2017,>70,335.78546
24415,2017,50-69,152.0937001
24416,2017,43965,0.05574084
24417,1990,<5,0.035923545
24418,1990,>70,1.814814041
24419,1990,50-69,1.491342191
24420,1990,43965,0.003041621
24421,1991,<5,0.031202538
24422,1991,>70,1.750280801
24423,1991,50-69,1.434382482
24424,1991,43965,0.00276078
24425,1992,<5,0.027562231
24426,1992,>70,1.710862378
24427,1992,50-69,1.405887355
24428,1992,43965,0.002478889
24429,1993,<5,0.024304511
24430,1993,>70,1.68070775
24431,1993,50-69,1.383140711
24432,1993,43965,0.002269816
24433,1994,<5,0.021168977
24434,1994,>70,1.655900327
24435,1994,50-69,1.364795951
24436,1994,43965,0.002107874
24437,1995,<5,0.018558061
24438,1995,>70,1.624000127
24439,1995,50-69,1.338223144
24440,1995,43965,0.001969226
24441,1996,<5,0.01680868
24442,1996,>70,1.590337036
24443,1996,50-69,1.314695903
24444,1996,43965,0.001839826
24445,1997,<5,0.015288639
24446,1997,>70,1.494942913
24447,1997,50-69,1.259524865
24448,1997,43965,0.001709015
24449,1998,<5,0.014077795
24450,1998,>70,1.434528475
24451,1998,50-69,1.221234237
24452,1998,43965,0.001598156
24453,1999,<5,0.013113522
24454,1999,>70,1.393234562
24455,1999,50-69,1.188403173
24456,1999,43965,0.001500637
24457,2000,<5,0.012194909
24458,2000,>70,1.37681374
24459,2000,50-69,1.170561162
24460,2000,43965,0.001402195
24461,2001,<5,0.01122552
24462,2001,>70,1.349273508
24463,2001,50-69,1.147868317
24464,2001,43965,0.001294142
24465,2002,<5,0.009598503
24466,2002,>70,1.28865401
24467,2002,50-69,1.101168565
24468,2002,43965,0.001093535
24469,2003,<5,0.008525949
24470,2003,>70,1.229701173
24471,2003,50-69,1.065571031
24472,2003,43965,0.000961895
24473,2004,<5,0.007712727
24474,2004,>70,1.188882517
24475,2004,50-69,1.035408257
24476,2004,43965,0.000852355
24477,2005,<5,0.007030301
24478,2005,>70,1.137599534
24479,2005,50-69,0.99639718
24480,2005,43965,0.00075571
24481,2006,<5,0.006252257
24482,2006,>70,1.096046357
24483,2006,50-69,0.961987763
24484,2006,43965,0.000672257
24485,2007,<5,0.005583172
24486,2007,>70,1.068576503
24487,2007,50-69,0.934650001
24488,2007,43965,0.000603304
24489,2008,<5,0.005099278
24490,2008,>70,1.078244862
24491,2008,50-69,0.935561848
24492,2008,43965,0.000562533
24493,2009,<5,0.004552291
24494,2009,>70,1.060787101
24495,2009,50-69,0.903569502
24496,2009,43965,0.000520509
24497,2010,<5,0.004222009
24498,2010,>70,1.085181495
24499,2010,50-69,0.904243683
24500,2010,43965,0.000509035
24501,2011,<5,0.003830032
24502,2011,>70,1.046822825
24503,2011,50-69,0.844548859
24504,2011,43965,0.000503921
24505,2012,<5,0.003550956
24506,2012,>70,1.074103079
24507,2012,50-69,0.848720553
24508,2012,43965,0.000452815
24509,2013,<5,0.003334569
24510,2013,>70,1.120253057
24511,2013,50-69,0.852449779
24512,2013,43965,0.000451099
24513,2014,<5,0.003112481
24514,2014,>70,1.18472373
24515,2014,50-69,0.865045506
24516,2014,43965,0.000429113
24517,2015,<5,0.002923706
24518,2015,>70,1.238938399
24519,2015,50-69,0.86538111
24520,2015,43965,0.000413007
24521,2016,<5,0.002657469
24522,2016,>70,1.259828682
24523,2016,50-69,0.832767551
24524,2016,43965,0.000379328
24525,2017,<5,0.002516158
24526,2017,>70,1.300837271
24527,2017,50-69,0.808656209
24528,2017,43965,0.000349649
24529,1990,<5,2.781290654
24530,1990,>70,175.250828
24531,1990,50-69,89.94984351
24532,1990,43965,0.098011084
24533,1991,<5,2.526074297
24534,1991,>70,162.7574113
24535,1991,50-69,78.62632706
24536,1991,43965,0.085703543
24537,1992,<5,2.480889095
24538,1992,>70,161.9368617
24539,1992,50-69,78.19894855
24540,1992,43965,0.093041063
24541,1993,<5,2.642301083
24542,1993,>70,160.7269059
24543,1993,50-69,77.4356603
24544,1993,43965,0.095343289
24545,1994,<5,2.456177056
24546,1994,>70,150.6745846
24547,1994,50-69,71.65168132
24548,1994,43965,0.082084409
24549,1995,<5,2.482719157
24550,1995,>70,145.1166261
24551,1995,50-69,67.53043759
24552,1995,43965,0.083167808
24553,1996,<5,2.410486497
24554,1996,>70,138.0437583
24555,1996,50-69,62.98259947
24556,1996,43965,0.087376666
24557,1997,<5,2.123510835
24558,1997,>70,130.8699663
24559,1997,50-69,57.02105909
24560,1997,43965,0.089939215
24561,1998,<5,1.884633544
24562,1998,>70,130.4787843
24563,1998,50-69,54.19079487
24564,1998,43965,0.082653907
24565,1999,<5,1.545831927
24566,1999,>70,124.4715521
24567,1999,50-69,49.93689744
24568,1999,43965,0.075203529
24569,2000,<5,1.341170983
24570,2000,>70,114.3283596
24571,2000,50-69,45.45897398
24572,2000,43965,0.063931505
24573,2001,<5,1.289288909
24574,2001,>70,112.4271147
24575,2001,50-69,43.00204195
24576,2001,43965,0.068601466
24577,2002,<5,1.211720223
24578,2002,>70,112.3680989
24579,2002,50-69,41.76179194
24580,2002,43965,0.067039293
24581,2003,<5,1.245277887
24582,2003,>70,113.2680166
24583,2003,50-69,40.28423076
24584,2003,43965,0.068977864
24585,2004,<5,1.030864455
24586,2004,>70,111.0373557
24587,2004,50-69,38.67982086
24588,2004,43965,0.064510272
24589,2005,<5,0.88663217
24590,2005,>70,105.7876401
24591,2005,50-69,36.94108007
24592,2005,43965,0.0524475
24593,2006,<5,0.801007048
24594,2006,>70,100.7506626
24595,2006,50-69,34.88831285
24596,2006,43965,0.051336435
24597,2007,<5,0.783437569
24598,2007,>70,102.7769018
24599,2007,50-69,34.79697612
24600,2007,43965,0.053780207
24601,2008,<5,0.678461171
24602,2008,>70,91.10141024
24603,2008,50-69,31.21001128
24604,2008,43965,0.0494831
24605,2009,<5,0.564790243
24606,2009,>70,81.81811519
24607,2009,50-69,28.38529461
24608,2009,43965,0.041880371
24609,2010,<5,0.520302669
24610,2010,>70,77.67124711
24611,2010,50-69,26.43145012
24612,2010,43965,0.037160542
24613,2011,<5,0.448948249
24614,2011,>70,74.81166812
24615,2011,50-69,24.01692299
24616,2011,43965,0.032908329
24617,2012,<5,0.362447402
24618,2012,>70,70.9798522
24619,2012,50-69,22.8408393
24620,2012,43965,0.030168258
24621,2013,<5,0.290245972
24622,2013,>70,65.54107644
24623,2013,50-69,21.55298907
24624,2013,43965,0.02710533
24625,2014,<5,0.22756859
24626,2014,>70,60.41842719
24627,2014,50-69,20.26958946
24628,2014,43965,0.021160937
24629,2015,<5,0.194268022
24630,2015,>70,57.79508284
24631,2015,50-69,19.34953534
24632,2015,43965,0.017571448
24633,2016,<5,0.188119905
24634,2016,>70,56.04643568
24635,2016,50-69,18.53091875
24636,2016,43965,0.016580981
24637,2017,<5,0.17478327
24638,2017,>70,53.95794686
24639,2017,50-69,17.73427774
24640,2017,43965,0.016160493
24641,1990,<5,2998.476549
24642,1990,>70,2271.542593
24643,1990,50-69,1968.368769
24644,1990,43965,103.7184288
24645,1991,<5,2867.528689
24646,1991,>70,2293.911341
24647,1991,50-69,2061.198701
24648,1991,43965,104.1605576
24649,1992,<5,2808.267563
24650,1992,>70,2417.371901
24651,1992,50-69,2169.042799
24652,1992,43965,112.6030661
24653,1993,<5,2716.89558
24654,1993,>70,2531.714093
24655,1993,50-69,2296.414396
24656,1993,43965,125.0960392
24657,1994,<5,2590.233009
24658,1994,>70,2549.685719
24659,1994,50-69,2368.605036
24660,1994,43965,135.6890476
24661,1995,<5,2456.554888
24662,1995,>70,2472.826093
24663,1995,50-69,2341.997669
24664,1995,43965,141.7580557
24665,1996,<5,2297.126831
24666,1996,>70,2422.404027
24667,1996,50-69,2309.385891
24668,1996,43965,141.3314137
24669,1997,<5,2088.458136
24670,1997,>70,2442.494055
24671,1997,50-69,2262.260823
24672,1997,43965,142.3810904
24673,1998,<5,1901.112309
24674,1998,>70,2558.294264
24675,1998,50-69,2255.276535
24676,1998,43965,146.2671368
24677,1999,<5,1702.19089
24678,1999,>70,2597.392093
24679,1999,50-69,2200.222333
24680,1999,43965,137.1003762
24681,2000,<5,1503.25761
24682,2000,>70,2639.535332
24683,2000,50-69,2152.577019
24684,2000,43965,121.6064601
24685,2001,<5,1358.023823
24686,2001,>70,2699.942623
24687,2001,50-69,2136.998125
24688,2001,43965,110.1298531
24689,2002,<5,1240.254344
24690,2002,>70,2786.215975
24691,2002,50-69,2147.63423
24692,2002,43965,100.6737931
24693,2003,<5,1166.493696
24694,2003,>70,2890.54571
24695,2003,50-69,2172.284986
24696,2003,43965,92.0573729
24697,2004,<5,1102.140634
24698,2004,>70,2948.531711
24699,2004,50-69,2175.267313
24700,2004,43965,83.81737722
24701,2005,<5,1037.112532
24702,2005,>70,2927.00946
24703,2005,50-69,2163.928698
24704,2005,43965,77.81309574
24705,2006,<5,966.3443321
24706,2006,>70,2783.845326
24707,2006,50-69,2023.968501
24708,2006,43965,73.60097832
24709,2007,<5,901.3403776
24710,2007,>70,2692.325792
24711,2007,50-69,1922.529021
24712,2007,43965,70.15478385
24713,2008,<5,843.5514202
24714,2008,>70,2683.288412
24715,2008,50-69,1851.982051
24716,2008,43965,66.30401376
24717,2009,<5,787.3365171
24718,2009,>70,2592.158853
24719,2009,50-69,1772.91682
24720,2009,43965,62.78425397
24721,2010,<5,721.7635969
24722,2010,>70,2509.96272
24723,2010,50-69,1731.101417
24724,2010,43965,59.2385537
24725,2011,<5,659.1857522
24726,2011,>70,2319.7015
24727,2011,50-69,1679.153823
24728,2011,43965,55.83514092
24729,2012,<5,618.0960579
24730,2012,>70,2326.440549
24731,2012,50-69,1765.048418
24732,2012,43965,53.00407693
24733,2013,<5,569.3169049
24734,2013,>70,2237.382411
24735,2013,50-69,1772.175564
24736,2013,43965,49.57555106
24737,2014,<5,515.8742132
24738,2014,>70,2121.622561
24739,2014,50-69,1805.574406
24740,2014,43965,44.4073842
24741,2015,<5,439.6770417
24742,2015,>70,1935.156739
24743,2015,50-69,1728.542304
24744,2015,43965,40.21717992
24745,2016,<5,392.7882259
24746,2016,>70,1907.986729
24747,2016,50-69,1792.263856
24748,2016,43965,38.0580486
24749,2017,<5,349.3250556
24750,2017,>70,1792.174356
24751,2017,50-69,1776.652619
24752,2017,43965,35.70000621
24753,1990,<5,13.88769246
24754,1990,>70,32.15306709
24755,1990,50-69,43.24586018
24756,1990,43965,0.933646534
24757,1991,<5,13.66762211
24758,1991,>70,32.87633398
24759,1991,50-69,43.79684212
24760,1991,43965,0.9369527
24761,1992,<5,13.54864201
24762,1992,>70,33.34870935
24763,1992,50-69,44.1678609
24764,1992,43965,0.940198836
24765,1993,<5,13.51892808
24766,1993,>70,33.81732036
24767,1993,50-69,44.68454296
24768,1993,43965,0.945713274
24769,1994,<5,13.44012994
24770,1994,>70,34.2416723
24771,1994,50-69,45.28378725
24772,1994,43965,0.944106198
24773,1995,<5,13.42632309
24774,1995,>70,34.49845368
24775,1995,50-69,45.92192993
24776,1995,43965,0.946490636
24777,1996,<5,13.73529323
24778,1996,>70,34.850426
24779,1996,50-69,46.8012932
24780,1996,43965,0.964251539
24781,1997,<5,14.25432214
24782,1997,>70,35.2096336
24783,1997,50-69,47.22653947
24784,1997,43965,0.993567983
24785,1998,<5,14.91061912
24786,1998,>70,35.48784866
24787,1998,50-69,47.91114828
24788,1998,43965,1.029167829
24789,1999,<5,16.3410032
24790,1999,>70,35.91250461
24791,1999,50-69,48.80114667
24792,1999,43965,1.115613127
24793,2000,<5,16.71637283
24794,2000,>70,36.47970546
24795,2000,50-69,49.59782621
24796,2000,43965,1.133306796
24797,2001,<5,17.01551632
24798,2001,>70,37.33899538
24799,2001,50-69,51.12388635
24800,2001,43965,1.145249792
24801,2002,<5,17.24486947
24802,2002,>70,38.46237517
24803,2002,50-69,52.8547719
24804,2002,43965,1.153382336
24805,2003,<5,17.14649456
24806,2003,>70,39.58962136
24807,2003,50-69,54.63902685
24808,2003,43965,1.141007463
24809,2004,<5,16.39788333
24810,2004,>70,40.862908
24811,2004,50-69,56.57935075
24812,2004,43965,1.066884723
24813,2005,<5,16.89711001
24814,2005,>70,42.24832252
24815,2005,50-69,58.77545894
24816,2005,43965,1.089276685
24817,2006,<5,16.97525096
24818,2006,>70,43.65846579
24819,2006,50-69,60.84312784
24820,2006,43965,1.10640045
24821,2007,<5,17.82241522
24822,2007,>70,45.19121824
24823,2007,50-69,62.44517132
24824,2007,43965,1.184575298
24825,2008,<5,17.60383106
24826,2008,>70,46.59592467
24827,2008,50-69,63.72379522
24828,2008,43965,1.184397738
24829,2009,<5,17.23611698
24830,2009,>70,48.13457353
24831,2009,50-69,64.90574299
24832,2009,43965,1.175722585
24833,2010,<5,16.84971409
24834,2010,>70,49.88136224
24835,2010,50-69,66.07296695
24836,2010,43965,1.171772139
24837,2011,<5,16.21843936
24838,2011,>70,51.68839878
24839,2011,50-69,67.24001453
24840,2011,43965,1.155293817
24841,2012,<5,15.26937015
24842,2012,>70,53.95977245
24843,2012,50-69,68.56919335
24844,2012,43965,1.116145114
24845,2013,<5,14.66198485
24846,2013,>70,56.13285928
24847,2013,50-69,69.85903571
24848,2013,43965,1.106266189
24849,2014,<5,14.64114025
24850,2014,>70,58.69034439
24851,2014,50-69,71.39171884
24852,2014,43965,1.14022813
24853,2015,<5,14.05440801
24854,2015,>70,61.33818428
24855,2015,50-69,72.11479544
24856,2015,43965,1.133787662
24857,2016,<5,14.31205017
24858,2016,>70,64.17835703
24859,2016,50-69,73.03786433
24860,2016,43965,1.194229019
24861,2017,<5,14.03175573
24862,2017,>70,65.41117319
24863,2017,50-69,75.04098322
24864,2017,43965,1.204637674
24865,1990,<5,51.46814627
24866,1990,>70,263.25693
24867,1990,50-69,209.9740044
24868,1990,43965,3.547855517
24869,1991,<5,31.66162284
24870,1991,>70,243.1754578
24871,1991,50-69,191.7835107
24872,1991,43965,2.696050063
24873,1992,<5,26.50146797
24874,1992,>70,217.0822595
24875,1992,50-69,169.5221362
24876,1992,43965,2.320517593
24877,1993,<5,25.28230081
24878,1993,>70,196.4217706
24879,1993,50-69,152.3963311
24880,1993,43965,2.07579944
24881,1994,<5,24.34495183
24882,1994,>70,186.9998669
24883,1994,50-69,142.8638343
24884,1994,43965,1.831305059
24885,1995,<5,20.15483397
24886,1995,>70,163.581068
24887,1995,50-69,125.4937696
24888,1995,43965,1.49271477
24889,1996,<5,15.2194412
24890,1996,>70,138.5097805
24891,1996,50-69,105.1557434
24892,1996,43965,1.235828903
24893,1997,<5,12.53888513
24894,1997,>70,123.968726
24895,1997,50-69,91.31244183
24896,1997,43965,1.051342657
24897,1998,<5,11.50616528
24898,1998,>70,116.5722135
24899,1998,50-69,84.96119815
24900,1998,43965,0.9405273
24901,1999,<5,9.572525252
24902,1999,>70,111.3552161
24903,1999,50-69,79.6458897
24904,1999,43965,0.805718163
24905,2000,<5,7.702669801
24906,2000,>70,102.6762464
24907,2000,50-69,73.15931232
24908,2000,43965,0.695245265
24909,2001,<5,6.299744396
24910,2001,>70,87.2464174
24911,2001,50-69,61.89681553
24912,2001,43965,0.584379805
24913,2002,<5,6.084357839
24914,2002,>70,87.67113907
24915,2002,50-69,61.81081302
24916,2002,43965,0.537321043
24917,2003,<5,7.850005332
24918,2003,>70,92.944108
24919,2003,50-69,66.59724281
24920,2003,43965,0.619462339
24921,2004,<5,6.493225308
24922,2004,>70,91.9252598
24923,2004,50-69,65.68916332
24924,2004,43965,0.577222716
24925,2005,<5,5.512993318
24926,2005,>70,90.50429583
24927,2005,50-69,64.75284641
24928,2005,43965,0.543805644
24929,2006,<5,4.738182906
24930,2006,>70,83.29905106
24931,2006,50-69,59.88042919
24932,2006,43965,0.493440908
24933,2007,<5,4.446420582
24934,2007,>70,76.69487497
24935,2007,50-69,55.45893153
24936,2007,43965,0.443982121
24937,2008,<5,4.337725719
24938,2008,>70,74.57595916
24939,2008,50-69,54.1338742
24940,2008,43965,0.414663761
24941,2009,<5,4.302858213
24942,2009,>70,72.62991398
24943,2009,50-69,52.66223181
24944,2009,43965,0.393752891
24945,2010,<5,4.025208802
24946,2010,>70,71.51449712
24947,2010,50-69,50.73615618
24948,2010,43965,0.353160188
24949,2011,<5,3.578980042
24950,2011,>70,69.07170594
24951,2011,50-69,49.00742124
24952,2011,43965,0.312708466
24953,2012,<5,3.190296627
24954,2012,>70,66.46826685
24955,2012,50-69,47.6194734
24956,2012,43965,0.28395664
24957,2013,<5,2.871641283
24958,2013,>70,67.74413622
24959,2013,50-69,46.65023029
24960,2013,43965,0.270765813
24961,2014,<5,2.555188101
24962,2014,>70,72.60151169
24963,2014,50-69,47.07158056
24964,2014,43965,0.246430596
24965,2015,<5,2.225033044
24966,2015,>70,72.06289143
24967,2015,50-69,46.66327905
24968,2015,43965,0.223459506
24969,2016,<5,2.009279126
24970,2016,>70,66.48735478
24971,2016,50-69,46.87884917
24972,2016,43965,0.208128806
24973,2017,<5,1.816462105
24974,2017,>70,65.09526243
24975,2017,50-69,46.08117162
24976,2017,43965,0.196713789
24977,1990,<5,6288.50418
24978,1990,>70,14082.6952
24979,1990,50-69,10701.44722
24980,1990,43965,114.9355081
24981,1991,<5,5720.927292
24982,1991,>70,14222.14012
24983,1991,50-69,10695.51839
24984,1991,43965,113.6643243
24985,1992,<5,5128.923549
24986,1992,>70,14330.75873
24987,1992,50-69,10605.85863
24988,1992,43965,111.4418167
24989,1993,<5,4572.737624
24990,1993,>70,14473.52272
24991,1993,50-69,10495.54766
24992,1993,43965,108.822113
24993,1994,<5,4018.120356
24994,1994,>70,14533.68724
24995,1994,50-69,10285.05493
24996,1994,43965,104.8516612
24997,1995,<5,3502.328674
24998,1995,>70,14613.95088
24999,1995,50-69,10077.18392
25000,1995,43965,100.0420193
25001,1996,<5,3027.836291
25002,1996,>70,14691.85473
25003,1996,50-69,9837.2865
25004,1996,43965,94.31568796
